,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,exp_name: Pendulum-v1_2023-01-29 (TEST),453200,0.037118,200.0,11,-417.559588,-1492.874421,-119.962551,480.432723,205
0,exp_name: Pendulum-v1_2023-01-29 (TEST),455400,0.036892,200.0,11,-395.064388,-1494.499455,-3.50875,522.226765,206
0,exp_name: Pendulum-v1_2023-01-29 (TEST),457600,0.040072,200.0,11,-349.68822,-1495.636487,-1.009203,416.504787,207
0,exp_name: Pendulum-v1_2023-01-29 (TEST),459800,0.036927,200.0,11,-182.923476,-670.75426,-0.724479,181.292524,208
0,exp_name: Pendulum-v1_2023-01-29 (TEST),462000,0.03713,200.0,11,-280.76061,-1506.371507,-1.880698,394.454162,209
0,exp_name: Pendulum-v1_2023-01-29 (TEST),464200,0.036837,200.0,11,-291.74897,-1493.142792,-4.082989,391.0753,210
0,exp_name: Pendulum-v1_2023-01-29 (TEST),466400,0.038309,200.0,11,-373.457292,-1503.8016,-1.048574,535.721592,211
0,exp_name: Pendulum-v1_2023-01-29 (TEST),468600,0.038776,200.0,11,-458.03167,-1508.181842,-124.448205,504.018465,212
0,exp_name: Pendulum-v1_2023-01-29 (TEST),470800,0.036825,200.0,11,-407.094965,-1496.066648,-1.833789,490.479327,213
0,exp_name: Pendulum-v1_2023-01-29 (TEST),473000,0.037358,200.0,11,-482.824397,-1502.249832,-120.999036,498.804053,214
0,exp_name: Pendulum-v1_2023-01-29 (TEST),475200,0.037024,200.0,11,-317.393947,-550.113667,-121.423312,130.068429,215
0,exp_name: Pendulum-v1_2023-01-29 (TEST),477400,0.039873,200.0,11,-283.617561,-1079.444122,-4.288035,275.945658,216
0,exp_name: Pendulum-v1_2023-01-29 (TEST),479600,0.037233,200.0,11,-359.654368,-742.395083,-121.625322,185.625891,217
0,exp_name: Pendulum-v1_2023-01-29 (TEST),481800,0.03719,200.0,11,-267.033098,-1499.195447,-0.721434,416.236647,218
0,exp_name: Pendulum-v1_2023-01-29 (TEST),484000,0.036856,200.0,11,-318.903321,-1491.331845,-122.137924,387.625259,219
0,exp_name: Pendulum-v1_2023-01-29 (TEST),486200,0.038943,200.0,11,-252.801365,-1398.219152,-0.723154,375.200904,220
0,exp_name: Pendulum-v1_2023-01-29 (TEST),488400,0.037974,200.0,11,-167.668243,-244.791129,-121.824352,56.614303,221
0,exp_name: Pendulum-v1_2023-01-29 (TEST),490600,0.036943,200.0,11,-236.714467,-383.293061,-120.955454,113.511607,222
0,exp_name: Pendulum-v1_2023-01-29 (TEST),492800,0.036893,200.0,11,-308.115282,-1127.131564,-120.882407,287.934085,223
0,exp_name: Pendulum-v1_2023-01-29 (TEST),495000,0.037035,200.0,11,-166.782413,-366.636039,-0.736443,118.201905,224
0,exp_name: Pendulum-v1_2023-01-29 (TEST),497200,0.040147,200.0,11,-155.321234,-244.54799,-115.682069,53.140677,225
0,exp_name: Pendulum-v1_2023-01-29 (TEST),499400,0.037049,200.0,11,-168.632726,-522.507712,-0.632025,146.925601,226
0,exp_name: Pendulum-v1_2023-01-29 (TEST),501600,0.037036,200.0,11,-268.951731,-1496.649676,-0.876607,397.715706,227
0,exp_name: Pendulum-v1_2023-01-29 (TEST),503800,0.03698,200.0,11,-308.12567,-1492.666322,-0.838588,387.697558,228
0,exp_name: Pendulum-v1_2023-01-29 (TEST),506000,0.038481,200.0,11,-183.755181,-397.041047,-1.503173,139.408094,229
0,exp_name: Pendulum-v1_2023-01-29 (TEST),508200,0.038715,200.0,11,-148.763015,-386.202179,-1.276556,118.875681,230
0,exp_name: Pendulum-v1_2023-01-29 (TEST),510400,0.03698,200.0,11,-139.375368,-416.940587,-0.847717,107.247118,231
0,exp_name: Pendulum-v1_2023-01-29 (TEST),512600,0.037126,200.0,11,-445.131743,-1501.310308,-0.970098,516.219225,232
0,exp_name: Pendulum-v1_2023-01-29 (TEST),514800,0.036975,200.0,11,-318.399665,-1495.928382,-115.173564,391.477976,233
0,exp_name: Pendulum-v1_2023-01-29 (TEST),517000,0.040241,200.0,11,-342.903212,-1495.47528,-0.937518,391.590358,234
0,exp_name: Pendulum-v1_2023-01-29 (TEST),519200,0.037306,200.0,11,-258.449566,-1492.294439,-1.275764,394.909465,235
0,exp_name: Pendulum-v1_2023-01-29 (TEST),521400,0.036896,200.0,11,-283.90609,-1347.341845,-1.640085,351.648375,236
0,exp_name: Pendulum-v1_2023-01-29 (TEST),523600,0.036993,200.0,11,-230.360448,-413.92033,-117.710428,112.075124,237
0,exp_name: Pendulum-v1_2023-01-29 (TEST),525800,0.038794,200.0,11,-136.092458,-375.323445,-2.016166,98.090686,238
0,exp_name: Pendulum-v1_2023-01-29 (TEST),528000,0.038156,200.0,11,-236.947407,-881.98439,-0.600992,236.801908,239
0,exp_name: Pendulum-v1_2023-01-29 (TEST),530200,0.037639,200.0,11,-329.01785,-1475.387195,-119.546133,380.010937,240
0,exp_name: Pendulum-v1_2023-01-29 (TEST),532400,0.037391,200.0,11,-170.940049,-263.18235,-0.792474,97.171532,241
0,exp_name: Pendulum-v1_2023-01-29 (TEST),534600,0.037403,200.0,11,-360.598931,-1493.217055,-0.858383,445.319382,242
0,exp_name: Pendulum-v1_2023-01-29 (TEST),536800,0.03992,200.0,11,-284.135427,-1494.702334,-2.356132,404.8263,243
0,exp_name: Pendulum-v1_2023-01-29 (TEST),539000,0.036993,200.0,11,-320.703244,-1497.099074,-0.665229,388.968839,244
0,exp_name: Pendulum-v1_2023-01-29 (TEST),541200,0.037158,200.0,11,-158.226653,-370.58677,-0.611748,117.470117,245
0,exp_name: Pendulum-v1_2023-01-29 (TEST),543400,0.03708,200.0,11,-387.840508,-1501.310892,-3.194293,509.474187,246
0,exp_name: Pendulum-v1_2023-01-29 (TEST),545600,0.039265,200.0,11,-263.97613,-1505.151998,-3.404327,397.674528,247
0,exp_name: Pendulum-v1_2023-01-29 (TEST),547800,0.038238,200.0,11,-449.952088,-1495.908958,-2.796657,445.442462,248
0,exp_name: Pendulum-v1_2023-01-29 (TEST),550000,0.036821,200.0,11,-426.605985,-1491.328212,-116.696745,431.479358,249
0,exp_name: Pendulum-v1_2023-01-29 (TEST),552200,0.037028,200.0,11,-113.886205,-260.887508,-1.061293,66.009707,250
0,exp_name: Pendulum-v1_2023-01-29 (TEST),554400,0.036947,200.0,11,-203.233749,-1501.237042,-0.957898,414.304732,251
0,exp_name: Pendulum-v1_2023-01-29 (TEST),556600,0.040125,200.0,11,-246.023627,-1492.512102,-0.559916,400.975626,252
0,exp_name: Pendulum-v1_2023-01-29 (TEST),558800,0.037116,200.0,11,-382.963035,-1501.654605,-0.711698,441.547887,253
0,exp_name: Pendulum-v1_2023-01-29 (TEST),561000,0.036782,200.0,11,-341.493409,-1496.091046,-2.478472,420.156369,254
0,exp_name: Pendulum-v1_2023-01-29 (TEST),563200,0.037032,200.0,11,-285.655987,-1495.221961,-0.931451,397.316793,255
0,exp_name: Pendulum-v1_2023-01-29 (TEST),565400,0.039555,200.0,11,-383.409977,-1499.511814,-1.66452,531.114554,256
0,exp_name: Pendulum-v1_2023-01-29 (TEST),567600,0.037699,200.0,11,-372.212165,-1501.271245,-2.233715,441.878981,257
0,exp_name: Pendulum-v1_2023-01-29 (TEST),569800,0.037024,200.0,11,-401.356806,-1491.780082,-115.527476,484.992283,258
0,exp_name: Pendulum-v1_2023-01-29 (TEST),572000,0.036792,200.0,11,-243.475468,-1307.472298,-0.960269,349.986523,259
0,exp_name: Pendulum-v1_2023-01-29 (TEST),574200,0.037358,200.0,11,-302.873679,-1467.467341,-120.946634,376.909021,260
0,exp_name: Pendulum-v1_2023-01-29 (TEST),576400,0.040233,200.0,11,-100.729772,-127.891128,-1.264902,46.942147,261
0,exp_name: Pendulum-v1_2023-01-29 (TEST),578600,0.036695,200.0,11,-135.618243,-382.91055,-1.438147,123.829327,262
0,exp_name: Pendulum-v1_2023-01-29 (TEST),580800,0.037057,200.0,11,-351.165661,-1511.959413,-1.411574,488.4336,263
0,exp_name: Pendulum-v1_2023-01-29 (TEST),583000,0.037093,200.0,11,-329.296549,-1497.159785,-1.101019,425.679814,264
0,exp_name: Pendulum-v1_2023-01-29 (TEST),585200,0.039794,200.0,11,-275.687386,-1498.396557,-2.987774,394.072113,265
0,exp_name: Pendulum-v1_2023-01-29 (TEST),587400,0.037557,200.0,11,-214.985747,-1494.379965,-0.930407,408.083244,266
0,exp_name: Pendulum-v1_2023-01-29 (TEST),589600,0.036887,200.0,11,-296.178277,-1475.490666,-1.579853,403.572905,267
0,exp_name: Pendulum-v1_2023-01-29 (TEST),591800,0.037705,200.0,11,-311.5827,-1496.121502,-1.638052,391.953771,268
0,exp_name: Pendulum-v1_2023-01-29 (TEST),594000,0.037627,200.0,11,-161.985594,-389.572083,-1.486964,142.810559,269
0,exp_name: Pendulum-v1_2023-01-29 (TEST),596200,0.039693,200.0,11,-262.34796,-1492.329397,-1.782437,401.794625,270
0,exp_name: Pendulum-v1_2023-01-29 (TEST),598400,0.037494,200.0,11,-403.414931,-1499.419914,-125.975214,391.469084,271
0,exp_name: Pendulum-v1_2023-01-29 (TEST),600600,0.036915,200.0,11,-241.53086,-791.466852,-119.747849,198.898215,272
0,exp_name: Pendulum-v1_2023-01-29 (TEST),602800,0.036933,200.0,11,-284.736275,-1495.93743,-1.018198,449.855849,273
0,exp_name: Pendulum-v1_2023-01-29 (TEST),605000,0.039892,200.0,11,-195.626241,-505.001493,-1.305724,183.000754,274
0,exp_name: Pendulum-v1_2023-01-29 (TEST),607200,0.037288,200.0,11,-254.0833,-1138.998151,-117.852312,286.10212,275
0,exp_name: Pendulum-v1_2023-01-29 (TEST),609400,0.037017,200.0,11,-373.285733,-1492.747725,-1.477532,532.837517,276
0,exp_name: Pendulum-v1_2023-01-29 (TEST),611600,0.036897,200.0,11,-345.263739,-1495.558919,-1.146683,402.995614,277
0,exp_name: Pendulum-v1_2023-01-29 (TEST),613800,0.038124,200.0,11,-225.75726,-805.389025,-1.413643,242.694319,278
0,exp_name: Pendulum-v1_2023-01-29 (TEST),616000,0.040281,200.0,11,-301.961389,-1494.510706,-1.546392,439.795259,279
0,exp_name: Pendulum-v1_2023-01-29 (TEST),618200,0.038736,200.0,11,-364.233739,-1497.342701,-1.342647,539.418388,280
0,exp_name: Pendulum-v1_2023-01-29 (TEST),620400,0.03847,200.0,11,-188.673108,-1079.424947,-1.421315,285.54175,281
0,exp_name: Pendulum-v1_2023-01-29 (TEST),622600,0.036848,200.0,11,-134.970749,-244.567604,-115.01693,35.057059,282
0,exp_name: Pendulum-v1_2023-01-29 (TEST),624800,0.040232,200.0,11,-384.151202,-1452.098342,-119.611868,459.435577,283
0,exp_name: Pendulum-v1_2023-01-29 (TEST),627000,0.036763,200.0,11,-250.471894,-1505.344358,-1.020586,407.044641,284
0,exp_name: Pendulum-v1_2023-01-29 (TEST),629200,0.036989,200.0,11,-524.652083,-1498.093276,-1.197626,602.317801,285
0,exp_name: Pendulum-v1_2023-01-29 (TEST),631400,0.037539,200.0,11,-390.269066,-1496.821058,-1.668655,477.47883,286
0,exp_name: Pendulum-v1_2023-01-29 (TEST),633600,0.040426,200.0,11,-410.885454,-1495.554759,-1.50533,516.982177,287
0,exp_name: Pendulum-v1_2023-01-29 (TEST),635800,0.03906,200.0,11,-496.033755,-1493.926586,-0.883999,617.486845,288
0,exp_name: Pendulum-v1_2023-01-29 (TEST),638000,0.038042,200.0,11,-412.376568,-1495.002903,-121.562673,516.785965,289
0,exp_name: Pendulum-v1_2023-01-29 (TEST),640200,0.038373,200.0,11,-205.101434,-373.36399,-1.58315,109.763274,290
0,exp_name: Pendulum-v1_2023-01-29 (TEST),642400,0.038886,200.0,11,-145.270841,-369.254753,-0.714571,103.218439,291
0,exp_name: Pendulum-v1_2023-01-29 (TEST),644600,0.040645,200.0,11,-211.801487,-427.928821,-0.780125,122.549305,292
0,exp_name: Pendulum-v1_2023-01-29 (TEST),646800,0.039183,200.0,11,-233.943496,-1094.54545,-1.307854,290.403313,293
0,exp_name: Pendulum-v1_2023-01-29 (TEST),649000,0.039291,200.0,11,-284.530713,-1498.064278,-115.617464,393.549968,294
0,exp_name: Pendulum-v1_2023-01-29 (TEST),651200,0.038576,200.0,11,-78.942887,-128.71353,-0.736051,58.811668,295
0,exp_name: Pendulum-v1_2023-01-29 (TEST),653400,0.040225,200.0,11,-535.686901,-1517.458481,-1.644689,600.20001,296
0,exp_name: Pendulum-v1_2023-01-29 (TEST),655600,0.036943,200.0,11,-162.396533,-263.711112,-1.484097,94.914942,297
0,exp_name: Pendulum-v1_2023-01-29 (TEST),657800,0.038384,200.0,11,-385.903002,-1498.174985,-0.66908,533.355015,298
0,exp_name: Pendulum-v1_2023-01-29 (TEST),660000,0.037373,200.0,11,-250.201449,-1224.418013,-0.812046,328.650773,299
0,exp_name: Pendulum-v1_2023-01-29 (TEST),662200,0.03922,200.0,11,-423.408129,-1491.581378,-1.050682,439.623415,300
0,exp_name: Pendulum-v1_2023-01-29 (TEST),664400,0.039562,200.0,11,-348.181577,-1439.275219,-124.610118,366.907278,301
0,exp_name: Pendulum-v1_2023-01-29 (TEST),666600,0.037107,200.0,11,-275.873539,-1509.590051,-0.869218,403.754852,302
0,exp_name: Pendulum-v1_2023-01-29 (TEST),668800,0.036874,200.0,11,-271.959575,-1495.258749,-0.629798,403.682689,303
0,exp_name: Pendulum-v1_2023-01-29 (TEST),671000,0.037625,200.0,11,-367.878975,-1493.53216,-115.851264,385.972175,304
0,exp_name: Pendulum-v1_2023-01-29 (TEST),673200,0.040071,200.0,11,-349.513951,-1492.479824,-0.755611,427.929451,305
0,exp_name: Pendulum-v1_2023-01-29 (TEST),675400,0.036664,200.0,11,-285.072294,-1496.334041,-0.570171,394.74745,306
0,exp_name: Pendulum-v1_2023-01-29 (TEST),677600,0.037106,200.0,11,-373.485899,-1494.221442,-0.798525,536.13358,307
0,exp_name: Pendulum-v1_2023-01-29 (TEST),679800,0.036755,200.0,11,-134.434755,-250.839367,-1.896321,63.975701,308
0,exp_name: Pendulum-v1_2023-01-29 (TEST),682000,0.038967,200.0,11,-351.664597,-1492.080243,-114.558997,378.851179,309
0,exp_name: Pendulum-v1_2023-01-29 (TEST),684200,0.038038,200.0,11,-261.488419,-1494.36207,-0.827531,398.48493,310
0,exp_name: Pendulum-v1_2023-01-29 (TEST),686400,0.036907,200.0,11,-318.745197,-1275.934176,-0.982812,395.465535,311
0,exp_name: Pendulum-v1_2023-01-29 (TEST),688600,0.036813,200.0,11,-184.922997,-382.277964,-1.389698,102.774437,312
0,exp_name: Pendulum-v1_2023-01-29 (TEST),690800,0.03658,200.0,11,-176.026105,-649.05119,-0.765367,190.60996,313
0,exp_name: Pendulum-v1_2023-01-29 (TEST),693000,0.039973,200.0,11,-331.142766,-1493.243264,-119.373991,396.942751,314
0,exp_name: Pendulum-v1_2023-01-29 (TEST),695200,0.036871,200.0,11,-292.855542,-1493.307478,-0.586821,403.213606,315
0,exp_name: Pendulum-v1_2023-01-29 (TEST),697400,0.036759,200.0,11,-164.315163,-426.118992,-0.784286,137.466332,316
0,exp_name: Pendulum-v1_2023-01-29 (TEST),699600,0.036984,200.0,11,-299.729724,-1494.172724,-0.660346,431.231725,317
0,exp_name: Pendulum-v1_2023-01-29 (TEST),701800,0.039047,200.0,11,-271.572445,-1497.281446,-1.099386,411.509544,318
0,exp_name: Pendulum-v1_2023-01-29 (TEST),704000,0.037711,200.0,11,-212.221898,-677.272705,-2.297294,184.352815,319
0,exp_name: Pendulum-v1_2023-01-29 (TEST),706200,0.036876,200.0,11,-113.874172,-247.337486,-2.28184,62.917462,320
0,exp_name: Pendulum-v1_2023-01-29 (TEST),708400,0.036922,200.0,11,-245.093813,-1211.496894,-1.079828,317.837554,321
0,exp_name: Pendulum-v1_2023-01-29 (TEST),710600,0.036836,200.0,11,-154.8979,-362.725281,-115.524895,72.859255,322
0,exp_name: Pendulum-v1_2023-01-29 (TEST),712800,0.040033,200.0,11,-158.36128,-592.336318,-0.953764,179.940721,323
0,exp_name: Pendulum-v1_2023-01-29 (TEST),715000,0.038506,200.0,11,-344.989231,-1495.231019,-1.129017,380.238239,324
0,exp_name: Pendulum-v1_2023-01-29 (TEST),717200,0.037872,200.0,11,-206.623186,-440.277436,-1.327458,121.458341,325
0,exp_name: Pendulum-v1_2023-01-29 (TEST),719400,0.037155,200.0,11,-245.795593,-1439.761974,-1.642159,384.989598,326
0,exp_name: Pendulum-v1_2023-01-29 (TEST),721600,0.039907,200.0,11,-389.6155,-1496.119707,-0.894092,441.089044,327
0,exp_name: Pendulum-v1_2023-01-29 (TEST),723800,0.039804,200.0,11,-169.809857,-375.370241,-119.977234,82.460843,328
0,exp_name: Pendulum-v1_2023-01-29 (TEST),726000,0.03717,200.0,11,-306.567854,-1237.339247,-0.897714,327.186906,329
0,exp_name: Pendulum-v1_2023-01-29 (TEST),728200,0.036864,200.0,11,-245.7129,-832.325262,-1.388564,222.45806,330
0,exp_name: Pendulum-v1_2023-01-29 (TEST),730400,0.037374,200.0,11,-301.662973,-1493.570688,-119.228025,384.358668,331
0,exp_name: Pendulum-v1_2023-01-29 (TEST),732600,0.039651,200.0,11,-112.34653,-244.30794,-0.710761,81.343926,332
0,exp_name: Pendulum-v1_2023-01-29 (TEST),734800,0.037045,200.0,11,-294.808117,-1491.928767,-116.148812,386.741482,333
0,exp_name: Pendulum-v1_2023-01-29 (TEST),737000,0.038549,200.0,11,-248.046312,-1494.483531,-1.172707,400.92659,334
0,exp_name: Pendulum-v1_2023-01-29 (TEST),739200,0.03805,200.0,11,-189.407487,-391.377345,-1.654302,111.30057,335
0,exp_name: Pendulum-v1_2023-01-29 (TEST),741400,0.039912,200.0,11,-263.047642,-1495.696911,-0.702999,406.847108,336
0,exp_name: Pendulum-v1_2023-01-29 (TEST),743600,0.037494,200.0,11,-512.656696,-1499.891541,-0.88897,547.723571,337
0,exp_name: Pendulum-v1_2023-01-29 (TEST),745800,0.036627,200.0,11,-159.069702,-378.145751,-0.744948,131.837351,338
0,exp_name: Pendulum-v1_2023-01-29 (TEST),748000,0.037722,200.0,11,-160.746199,-423.993468,-0.825639,103.224294,339
0,exp_name: Pendulum-v1_2023-01-29 (TEST),750200,0.038911,200.0,11,-329.691022,-1503.230472,-1.087973,410.446137,340
0,exp_name: Pendulum-v1_2023-01-29 (TEST),752400,0.039264,200.0,11,-238.204128,-764.185793,-1.853819,198.411956,341
0,exp_name: Pendulum-v1_2023-01-29 (TEST),754600,0.036853,200.0,11,-303.983372,-1504.953105,-0.681738,441.084779,342
0,exp_name: Pendulum-v1_2023-01-29 (TEST),756800,0.03705,200.0,11,-136.869782,-382.651036,-0.744241,99.734502,343
0,exp_name: Pendulum-v1_2023-01-29 (TEST),759000,0.037087,200.0,11,-247.144389,-1497.48296,-1.547093,405.257077,344
0,exp_name: Pendulum-v1_2023-01-29 (TEST),761200,0.040077,200.0,11,-159.05123,-488.086417,-0.656932,152.814918,345
0,exp_name: Pendulum-v1_2023-01-29 (TEST),763400,0.042669,200.0,11,-230.332488,-545.775754,-118.042404,116.396578,346
0,exp_name: Pendulum-v1_2023-01-29 (TEST),765600,0.037182,200.0,11,-418.529471,-1496.989882,-116.914701,513.587717,347
0,exp_name: Pendulum-v1_2023-01-29 (TEST),767800,0.036917,200.0,11,-641.725487,-1494.587218,-1.848068,647.092005,348
0,exp_name: Pendulum-v1_2023-01-29 (TEST),770000,0.039452,200.0,11,-134.369782,-255.698826,-1.087124,80.884648,349
0,exp_name: Pendulum-v1_2023-01-29 (TEST),772200,0.038788,200.0,11,-235.54174,-1490.855532,-1.237026,401.602257,350
0,exp_name: Pendulum-v1_2023-01-29 (TEST),774400,0.038837,200.0,11,-128.180607,-399.077394,-0.902312,112.20485,351
0,exp_name: Pendulum-v1_2023-01-29 (TEST),776600,0.038069,200.0,11,-164.608717,-431.347178,-2.504596,122.493441,352
0,exp_name: Pendulum-v1_2023-01-29 (TEST),778800,0.038383,200.0,11,-175.160917,-269.23222,-0.711574,85.22477,353
0,exp_name: Pendulum-v1_2023-01-29 (TEST),781000,0.041127,200.0,11,-158.160003,-405.227538,-1.404408,99.615166,354
0,exp_name: Pendulum-v1_2023-01-29 (TEST),783200,0.038921,200.0,11,-274.716634,-1188.206886,-0.718068,308.357661,355
0,exp_name: Pendulum-v1_2023-01-29 (TEST),785400,0.038638,200.0,11,-312.006907,-1494.85801,-0.643694,404.478213,356
0,exp_name: Pendulum-v1_2023-01-29 (TEST),787600,0.038163,200.0,11,-197.868301,-437.798274,-0.881344,122.229405,357
0,exp_name: Pendulum-v1_2023-01-29 (TEST),789800,0.040385,200.0,11,-147.848274,-271.597705,-0.806037,90.887054,358
0,exp_name: Pendulum-v1_2023-01-29 (TEST),792000,0.037708,200.0,11,-283.560535,-1492.078954,-0.648931,390.286282,359
0,exp_name: Pendulum-v1_2023-01-29 (TEST),794200,0.038562,200.0,11,-375.871594,-1492.177827,-1.770791,419.721083,360
0,exp_name: Pendulum-v1_2023-01-29 (TEST),796400,0.038551,200.0,11,-179.118596,-256.1167,-117.065628,62.62126,361
0,exp_name: Pendulum-v1_2023-01-29 (TEST),798600,0.040188,200.0,11,-194.728889,-379.17953,-1.779864,113.452703,362
0,exp_name: Pendulum-v1_2023-01-29 (TEST),800800,0.039548,200.0,11,-248.024629,-1092.034965,-2.45199,282.609046,363
0,exp_name: Pendulum-v1_2023-01-29 (TEST),803000,0.038084,200.0,11,-259.593148,-1491.795354,-0.940382,401.591093,364
0,exp_name: Pendulum-v1_2023-01-29 (TEST),805200,0.038199,200.0,11,-374.342005,-1495.369208,-0.862555,439.7808,365
0,exp_name: Pendulum-v1_2023-01-29 (TEST),807400,0.039301,200.0,11,-313.895359,-1493.26616,-2.836401,401.991336,366
0,exp_name: Pendulum-v1_2023-01-29 (TEST),809600,0.041286,200.0,11,-307.95226,-1227.248959,-1.146122,320.885741,367
0,exp_name: Pendulum-v1_2023-01-29 (TEST),811800,0.038668,200.0,11,-260.232463,-1493.210948,-0.820948,399.010727,368
0,exp_name: Pendulum-v1_2023-01-29 (TEST),814000,0.036984,200.0,11,-237.836909,-706.942653,-1.04622,238.656016,369
0,exp_name: Pendulum-v1_2023-01-29 (TEST),816200,0.037114,200.0,11,-394.275702,-1495.602273,-1.690845,525.304454,370
0,exp_name: Pendulum-v1_2023-01-29 (TEST),818400,0.040241,200.0,11,-226.666746,-989.440641,-0.904172,265.15295,371
0,exp_name: Pendulum-v1_2023-01-29 (TEST),820600,0.037817,200.0,11,-173.643616,-634.021078,-0.670342,164.670917,372
0,exp_name: Pendulum-v1_2023-01-29 (TEST),822800,0.036859,200.0,11,-171.954272,-380.838816,-1.537436,111.777237,373
0,exp_name: Pendulum-v1_2023-01-29 (TEST),825000,0.036998,200.0,11,-162.429749,-312.178367,-0.729644,85.078256,374
0,exp_name: Pendulum-v1_2023-01-29 (TEST),827200,0.037637,200.0,11,-152.959059,-414.193037,-0.817632,125.313518,375
0,exp_name: Pendulum-v1_2023-01-29 (TEST),829400,0.039842,200.0,11,-121.735138,-248.922521,-1.563451,72.534797,376
0,exp_name: Pendulum-v1_2023-01-29 (TEST),831600,0.036968,200.0,11,-393.645524,-1493.698368,-0.915395,525.372876,377
0,exp_name: Pendulum-v1_2023-01-29 (TEST),833800,0.037134,200.0,11,-124.049613,-244.40004,-1.188802,73.208311,378
0,exp_name: Pendulum-v1_2023-01-29 (TEST),836000,0.037103,200.0,11,-285.089849,-1503.020708,-2.010347,397.117079,379
0,exp_name: Pendulum-v1_2023-01-29 (TEST),838200,0.040603,200.0,11,-223.29842,-545.751243,-0.654922,158.191937,380
0,exp_name: Pendulum-v1_2023-01-29 (TEST),840400,0.03819,200.0,11,-283.248639,-1140.964208,-122.822013,281.407716,381
0,exp_name: Pendulum-v1_2023-01-29 (TEST),842600,0.038678,200.0,11,-168.135415,-255.157424,-1.203327,107.038542,382
0,exp_name: Pendulum-v1_2023-01-29 (TEST),844800,0.037275,200.0,11,-163.507814,-573.818982,-1.678381,149.424662,383
0,exp_name: Pendulum-v1_2023-01-29 (TEST),847000,0.038416,200.0,11,-475.575999,-1490.997613,-0.57387,556.490604,384
0,exp_name: Pendulum-v1_2023-01-29 (TEST),849200,0.039623,200.0,11,-208.509675,-407.965163,-117.387181,118.651297,385
0,exp_name: Pendulum-v1_2023-01-29 (TEST),851400,0.037007,200.0,11,-193.736361,-410.893059,-2.112085,102.271284,386
0,exp_name: Pendulum-v1_2023-01-29 (TEST),853600,0.036754,200.0,11,-239.496869,-623.699625,-122.252028,163.789034,387
0,exp_name: Pendulum-v1_2023-01-29 (TEST),855800,0.036993,200.0,11,-283.952748,-1429.294186,-1.289216,376.883135,388
0,exp_name: Pendulum-v1_2023-01-29 (TEST),858000,0.039669,200.0,11,-206.434763,-446.817622,-1.007913,130.849471,389
0,exp_name: Pendulum-v1_2023-01-29 (TEST),860200,0.03715,200.0,11,-160.861427,-534.777575,-1.139156,139.465197,390
0,exp_name: Pendulum-v1_2023-01-29 (TEST),862400,0.037555,200.0,11,-126.045495,-252.878592,-1.24737,75.474354,391
0,exp_name: Pendulum-v1_2023-01-29 (TEST),864600,0.036818,200.0,11,-282.799379,-1492.43167,-117.490854,386.75626,392
0,exp_name: Pendulum-v1_2023-01-29 (TEST),866800,0.037794,200.0,11,-112.944815,-244.912822,-1.955979,62.554958,393
0,exp_name: Pendulum-v1_2023-01-29 (TEST),869000,0.039512,200.0,11,-258.788176,-1494.159758,-1.043268,395.721245,394
0,exp_name: Pendulum-v1_2023-01-29 (TEST),871200,0.036909,200.0,11,-278.012987,-1491.180213,-0.698417,398.132971,395
0,exp_name: Pendulum-v1_2023-01-29 (TEST),873400,0.036682,200.0,11,-115.195628,-396.9821,-1.369919,127.727316,396
0,exp_name: Pendulum-v1_2023-01-29 (TEST),875600,0.037202,200.0,11,-182.518154,-410.530831,-0.525123,116.653522,397
0,exp_name: Pendulum-v1_2023-01-29 (TEST),877800,0.040096,200.0,11,-157.913589,-261.874793,-0.76563,78.238275,398
0,exp_name: Pendulum-v1_2023-01-29 (TEST),880000,0.036738,200.0,11,-112.621869,-240.338535,-0.757363,79.537301,399
0,exp_name: Pendulum-v1_2023-01-29 (TEST),882200,0.036913,200.0,11,-227.995423,-1495.135929,-0.95764,414.580675,400
0,exp_name: Pendulum-v1_2023-01-29 (TEST),884400,0.036646,200.0,11,-182.160042,-388.966135,-0.463979,135.405849,401
0,exp_name: Pendulum-v1_2023-01-29 (TEST),886600,0.037504,200.0,11,-218.443681,-597.942756,-0.825723,190.891295,402
0,exp_name: Pendulum-v1_2023-01-29 (TEST),888800,0.039696,200.0,11,-285.934333,-1084.828075,-118.938044,299.678664,403
0,exp_name: Pendulum-v1_2023-01-29 (TEST),891000,0.036787,200.0,11,-376.11393,-1491.313777,-1.258485,415.247816,404
0,exp_name: Pendulum-v1_2023-01-29 (TEST),893200,0.037157,200.0,11,-160.910902,-394.340896,-1.084472,110.177728,405
0,exp_name: Pendulum-v1_2023-01-29 (TEST),895400,0.036671,200.0,11,-315.590788,-1493.863774,-1.021893,406.737976,406
0,exp_name: Pendulum-v1_2023-01-29 (TEST),897600,0.039706,200.0,11,-296.895769,-1498.729316,-0.82373,406.842439,407
0,exp_name: Pendulum-v1_2023-01-29 (TEST),899800,0.037265,200.0,11,-265.735001,-1448.389187,-1.687375,390.829598,408
0,exp_name: Pendulum-v1_2023-01-29 (TEST),902000,0.036841,200.0,11,-147.957958,-386.848352,-0.979357,118.567246,409
0,exp_name: Pendulum-v1_2023-01-29 (TEST),904200,0.036918,200.0,11,-196.988702,-393.701919,-0.976015,115.605906,410
