,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,exp_name: Pendulum-v1_2023-01-29 (TEST),99000,0.035716,200.0,11,-947.560693,-1387.026802,-734.413771,197.920399,44
0,exp_name: Pendulum-v1_2023-01-29 (TEST),101200,0.035674,200.0,11,-868.206514,-1097.650489,-746.448897,111.552243,45
0,exp_name: Pendulum-v1_2023-01-29 (TEST),103400,0.035551,200.0,11,-852.919489,-1131.22794,-627.302424,163.093394,46
0,exp_name: Pendulum-v1_2023-01-29 (TEST),105600,0.036696,200.0,11,-852.588302,-991.613301,-756.443011,84.401296,47
0,exp_name: Pendulum-v1_2023-01-29 (TEST),107800,0.037687,200.0,11,-928.553158,-1207.767627,-745.204482,188.154477,48
0,exp_name: Pendulum-v1_2023-01-29 (TEST),110000,0.035634,200.0,11,-878.021739,-1092.497241,-739.881155,112.074221,49
0,exp_name: Pendulum-v1_2023-01-29 (TEST),112200,0.035499,200.0,11,-901.061109,-1143.319255,-671.655954,158.10179,50
0,exp_name: Pendulum-v1_2023-01-29 (TEST),114400,0.035388,200.0,11,-917.251265,-1252.721565,-719.747882,181.469074,51
0,exp_name: Pendulum-v1_2023-01-29 (TEST),116600,0.039106,200.0,11,-904.190599,-1239.84762,-667.047477,174.883025,52
0,exp_name: Pendulum-v1_2023-01-29 (TEST),118800,0.037234,200.0,11,-834.858425,-1155.225725,-626.513669,184.01648,53
0,exp_name: Pendulum-v1_2023-01-29 (TEST),121000,0.03601,200.0,11,-844.513862,-1110.010725,-680.260216,132.649283,54
0,exp_name: Pendulum-v1_2023-01-29 (TEST),123200,0.036404,200.0,11,-824.86104,-997.871237,-644.395477,111.110695,55
0,exp_name: Pendulum-v1_2023-01-29 (TEST),125400,0.037125,200.0,11,-816.991022,-958.466081,-736.305981,66.713043,56
0,exp_name: Pendulum-v1_2023-01-29 (TEST),127600,0.040116,200.0,11,-732.732814,-862.744933,-511.193742,101.290605,57
0,exp_name: Pendulum-v1_2023-01-29 (TEST),129800,0.038393,200.0,11,-856.084055,-974.903302,-743.24472,79.19223,58
0,exp_name: Pendulum-v1_2023-01-29 (TEST),132000,0.03555,200.0,11,-835.55257,-1096.585699,-633.284581,157.908593,59
0,exp_name: Pendulum-v1_2023-01-29 (TEST),134200,0.03548,200.0,11,-840.556508,-1143.305503,-676.421058,136.392695,60
0,exp_name: Pendulum-v1_2023-01-29 (TEST),136400,0.038619,200.0,11,-840.088919,-1055.05565,-643.034471,130.846771,61
0,exp_name: Pendulum-v1_2023-01-29 (TEST),138600,0.037539,200.0,11,-854.594329,-1268.27386,-626.342825,179.10285,62
0,exp_name: Pendulum-v1_2023-01-29 (TEST),140800,0.037151,200.0,11,-872.207024,-1096.042092,-628.24322,166.759446,63
0,exp_name: Pendulum-v1_2023-01-29 (TEST),143000,0.037,200.0,11,-877.680534,-1081.883397,-757.125061,108.828433,64
0,exp_name: Pendulum-v1_2023-01-29 (TEST),145200,0.03743,200.0,11,-864.94757,-1017.856639,-756.64448,76.537702,65
0,exp_name: Pendulum-v1_2023-01-29 (TEST),147400,0.038719,200.0,11,-832.338048,-1195.01849,-630.285456,136.61396,66
0,exp_name: Pendulum-v1_2023-01-29 (TEST),149600,0.037125,200.0,11,-770.241898,-973.560138,-627.961022,100.149014,67
0,exp_name: Pendulum-v1_2023-01-29 (TEST),151800,0.038293,200.0,11,-793.486906,-868.58965,-750.817115,46.658651,68
0,exp_name: Pendulum-v1_2023-01-29 (TEST),154000,0.036678,200.0,11,-746.990401,-1022.890342,-615.43252,125.560962,69
0,exp_name: Pendulum-v1_2023-01-29 (TEST),156200,0.039329,200.0,11,-782.47209,-877.898078,-627.663047,72.082523,70
0,exp_name: Pendulum-v1_2023-01-29 (TEST),158400,0.036958,200.0,11,-822.685792,-1060.555205,-634.723121,110.672727,71
0,exp_name: Pendulum-v1_2023-01-29 (TEST),160600,0.036964,200.0,11,-826.990188,-982.958627,-629.276416,100.276344,72
0,exp_name: Pendulum-v1_2023-01-29 (TEST),162800,0.036727,200.0,11,-815.05149,-1150.898672,-629.015854,148.418271,73
0,exp_name: Pendulum-v1_2023-01-29 (TEST),165000,0.037661,200.0,11,-770.619825,-925.796298,-626.07992,105.213478,74
0,exp_name: Pendulum-v1_2023-01-29 (TEST),167200,0.038557,200.0,11,-841.608034,-1102.166267,-615.505628,144.089124,75
0,exp_name: Pendulum-v1_2023-01-29 (TEST),169400,0.036425,200.0,11,-792.966342,-957.665539,-717.556394,68.975885,76
0,exp_name: Pendulum-v1_2023-01-29 (TEST),171600,0.036928,200.0,11,-818.10771,-1010.453727,-633.64453,117.092836,77
0,exp_name: Pendulum-v1_2023-01-29 (TEST),173800,0.03649,200.0,11,-680.818049,-1003.856772,-498.595183,131.414846,78
0,exp_name: Pendulum-v1_2023-01-29 (TEST),176000,0.039586,200.0,11,-721.326028,-880.247765,-611.01674,98.75295,79
0,exp_name: Pendulum-v1_2023-01-29 (TEST),178200,0.037059,200.0,11,-757.318448,-1097.076035,-379.658594,176.331931,80
0,exp_name: Pendulum-v1_2023-01-29 (TEST),180400,0.03776,200.0,11,-688.156607,-969.009765,-506.239263,144.8009,81
0,exp_name: Pendulum-v1_2023-01-29 (TEST),182600,0.037306,200.0,11,-724.971328,-960.927942,-494.928122,136.342801,82
0,exp_name: Pendulum-v1_2023-01-29 (TEST),184800,0.037078,200.0,11,-755.8919,-991.836327,-497.220917,121.650023,83
0,exp_name: Pendulum-v1_2023-01-29 (TEST),187000,0.039475,200.0,11,-745.181161,-986.186112,-514.521521,142.014087,84
0,exp_name: Pendulum-v1_2023-01-29 (TEST),189200,0.03739,200.0,11,-600.596611,-739.813205,-408.868073,93.566864,85
0,exp_name: Pendulum-v1_2023-01-29 (TEST),191400,0.036686,200.0,11,-612.883347,-746.801042,-502.607843,84.021849,86
0,exp_name: Pendulum-v1_2023-01-29 (TEST),193600,0.036289,200.0,11,-564.181113,-741.228042,-380.080123,115.451067,87
0,exp_name: Pendulum-v1_2023-01-29 (TEST),195800,0.039564,200.0,11,-640.168396,-804.390168,-388.54461,114.999939,88
0,exp_name: Pendulum-v1_2023-01-29 (TEST),198000,0.036772,200.0,11,-548.266348,-820.857662,-376.298237,121.016698,89
0,exp_name: Pendulum-v1_2023-01-29 (TEST),200200,0.036496,200.0,11,-574.303179,-840.528714,-130.709393,192.270148,90
0,exp_name: Pendulum-v1_2023-01-29 (TEST),202400,0.038234,200.0,11,-453.313057,-864.657213,-128.074109,181.77861,91
0,exp_name: Pendulum-v1_2023-01-29 (TEST),204600,0.038261,200.0,11,-436.862494,-648.305699,-368.719295,101.839726,92
0,exp_name: Pendulum-v1_2023-01-29 (TEST),206800,0.039048,200.0,11,-408.187556,-755.568001,-251.735092,177.615833,93
0,exp_name: Pendulum-v1_2023-01-29 (TEST),209000,0.037198,200.0,11,-346.003397,-647.662805,-128.96588,155.561319,94
0,exp_name: Pendulum-v1_2023-01-29 (TEST),211200,0.037885,200.0,11,-394.596922,-638.45347,-243.183141,128.593333,95
0,exp_name: Pendulum-v1_2023-01-29 (TEST),213400,0.036349,200.0,11,-398.008484,-628.110287,-124.07803,159.506281,96
0,exp_name: Pendulum-v1_2023-01-29 (TEST),215600,0.039329,200.0,11,-227.51064,-494.223482,-1.753238,125.324961,97
0,exp_name: Pendulum-v1_2023-01-29 (TEST),217800,0.038101,200.0,11,-237.412865,-485.329931,-4.173836,141.559219,98
0,exp_name: Pendulum-v1_2023-01-29 (TEST),220000,0.037077,200.0,11,-324.042272,-917.562527,-121.776837,241.779024,99
0,exp_name: Pendulum-v1_2023-01-29 (TEST),222200,0.035716,200.0,11,-604.469248,-1025.217324,-250.258751,289.670068,100
0,exp_name: Pendulum-v1_2023-01-29 (TEST),224400,0.038366,200.0,11,-477.148261,-911.183734,-123.838813,295.237535,101
0,exp_name: Pendulum-v1_2023-01-29 (TEST),226600,0.038103,200.0,11,-408.721685,-995.99768,-122.646856,304.375899,102
0,exp_name: Pendulum-v1_2023-01-29 (TEST),228800,0.037548,200.0,11,-290.453122,-904.475994,-6.314997,255.34884,103
0,exp_name: Pendulum-v1_2023-01-29 (TEST),231000,0.035781,200.0,11,-271.88679,-624.346867,-1.401784,164.397577,104
0,exp_name: Pendulum-v1_2023-01-29 (TEST),233200,0.035701,200.0,11,-224.530442,-497.27308,-2.03883,152.571155,105
0,exp_name: Pendulum-v1_2023-01-29 (TEST),235400,0.039308,200.0,11,-171.227715,-380.727423,-1.779059,122.144151,106
0,exp_name: Pendulum-v1_2023-01-29 (TEST),237600,0.035869,200.0,11,-236.890382,-495.157209,-4.429112,142.484504,107
0,exp_name: Pendulum-v1_2023-01-29 (TEST),239800,0.036154,200.0,11,-160.171351,-368.28881,-0.847053,91.706004,108
0,exp_name: Pendulum-v1_2023-01-29 (TEST),242000,0.036557,200.0,11,-192.695302,-374.117185,-3.581524,107.111619,109
0,exp_name: Pendulum-v1_2023-01-29 (TEST),244200,0.037009,200.0,11,-192.445171,-384.852691,-120.831903,110.547809,110
0,exp_name: Pendulum-v1_2023-01-29 (TEST),246400,0.037958,200.0,11,-185.640241,-557.053845,-3.643777,145.827198,111
0,exp_name: Pendulum-v1_2023-01-29 (TEST),248600,0.035578,200.0,11,-287.892866,-706.133903,-120.589045,198.355128,112
0,exp_name: Pendulum-v1_2023-01-29 (TEST),250800,0.03564,200.0,11,-264.99708,-521.098949,-1.701073,161.77845,113
0,exp_name: Pendulum-v1_2023-01-29 (TEST),253000,0.035427,200.0,11,-204.082383,-383.531249,-1.115,121.047157,114
0,exp_name: Pendulum-v1_2023-01-29 (TEST),255200,0.039467,200.0,11,-159.343783,-260.02325,-2.78993,76.471196,115
0,exp_name: Pendulum-v1_2023-01-29 (TEST),257400,0.037175,200.0,11,-203.762808,-495.938055,-5.14021,141.355581,116
0,exp_name: Pendulum-v1_2023-01-29 (TEST),259600,0.036599,200.0,11,-222.842901,-504.78193,-119.865907,143.386499,117
0,exp_name: Pendulum-v1_2023-01-29 (TEST),261800,0.037681,200.0,11,-230.195247,-430.674048,-1.898027,132.741547,118
0,exp_name: Pendulum-v1_2023-01-29 (TEST),264000,0.0386,200.0,11,-234.828171,-521.615664,-1.854566,151.96523,119
0,exp_name: Pendulum-v1_2023-01-29 (TEST),266200,0.039334,200.0,11,-176.510554,-670.264673,-0.934915,175.010068,120
0,exp_name: Pendulum-v1_2023-01-29 (TEST),268400,0.037627,200.0,11,-300.886398,-773.893569,-1.839202,222.978802,121
0,exp_name: Pendulum-v1_2023-01-29 (TEST),270600,0.036576,200.0,11,-236.993515,-478.466153,-2.494265,119.82523,122
0,exp_name: Pendulum-v1_2023-01-29 (TEST),272800,0.0366,200.0,11,-267.343488,-811.292403,-125.130258,205.229702,123
0,exp_name: Pendulum-v1_2023-01-29 (TEST),275000,0.039845,200.0,11,-180.682715,-396.772007,-4.290272,112.396035,124
0,exp_name: Pendulum-v1_2023-01-29 (TEST),277200,0.036659,200.0,11,-284.018863,-1018.480094,-121.727987,256.266242,125
0,exp_name: Pendulum-v1_2023-01-29 (TEST),279400,0.035644,200.0,11,-180.673862,-391.192903,-1.152705,122.406582,126
0,exp_name: Pendulum-v1_2023-01-29 (TEST),281600,0.0376,200.0,11,-312.655333,-644.891892,-125.796749,169.969457,127
0,exp_name: Pendulum-v1_2023-01-29 (TEST),283800,0.036928,200.0,11,-226.891607,-635.720308,-1.43279,192.401602,128
0,exp_name: Pendulum-v1_2023-01-29 (TEST),286000,0.038837,200.0,11,-277.411159,-637.144308,-124.016065,155.489741,129
0,exp_name: Pendulum-v1_2023-01-29 (TEST),288200,0.037616,200.0,11,-166.168981,-395.361288,-0.835889,97.554876,130
0,exp_name: Pendulum-v1_2023-01-29 (TEST),290400,0.036937,200.0,11,-229.011853,-424.887407,-1.011726,133.009992,131
0,exp_name: Pendulum-v1_2023-01-29 (TEST),292600,0.036468,200.0,11,-199.828905,-372.65123,-117.472714,79.604668,132
0,exp_name: Pendulum-v1_2023-01-29 (TEST),294800,0.038992,200.0,11,-155.20128,-575.087728,-1.077207,165.329127,133
0,exp_name: Pendulum-v1_2023-01-29 (TEST),297000,0.038149,200.0,11,-137.524888,-403.721908,-0.765267,138.509466,134
0,exp_name: Pendulum-v1_2023-01-29 (TEST),299200,0.036119,200.0,11,-241.139937,-387.137229,-1.308307,100.403603,135
0,exp_name: Pendulum-v1_2023-01-29 (TEST),301400,0.036357,200.0,11,-219.162612,-587.760599,-1.590179,164.856462,136
0,exp_name: Pendulum-v1_2023-01-29 (TEST),303600,0.037295,200.0,11,-218.784075,-480.936403,-3.114798,143.747564,137
0,exp_name: Pendulum-v1_2023-01-29 (TEST),305800,0.039443,200.0,11,-167.601597,-371.982763,-1.307204,106.726516,138
0,exp_name: Pendulum-v1_2023-01-29 (TEST),308000,0.036148,200.0,11,-217.63098,-580.597158,-122.211826,143.245278,139
0,exp_name: Pendulum-v1_2023-01-29 (TEST),310200,0.036245,200.0,11,-137.419912,-380.018447,-1.300062,124.268635,140
0,exp_name: Pendulum-v1_2023-01-29 (TEST),312400,0.036539,200.0,11,-203.750972,-504.824564,-2.861547,143.422885,141
0,exp_name: Pendulum-v1_2023-01-29 (TEST),314600,0.038949,200.0,11,-196.09438,-518.493247,-0.950646,151.776173,142
0,exp_name: Pendulum-v1_2023-01-29 (TEST),316800,0.037553,200.0,11,-276.02063,-669.76474,-0.90961,238.501745,143
0,exp_name: Pendulum-v1_2023-01-29 (TEST),319000,0.035523,200.0,11,-207.442827,-409.348922,-1.208704,128.426405,144
0,exp_name: Pendulum-v1_2023-01-29 (TEST),321200,0.035572,200.0,11,-162.704543,-668.394073,-2.032734,171.360713,145
0,exp_name: Pendulum-v1_2023-01-29 (TEST),323400,0.036023,200.0,11,-292.491843,-510.723138,-122.60088,127.573487,146
0,exp_name: Pendulum-v1_2023-01-29 (TEST),325600,0.03876,200.0,11,-146.489495,-256.446821,-2.216779,69.994421,147
0,exp_name: Pendulum-v1_2023-01-29 (TEST),327800,0.03574,200.0,11,-181.055205,-641.914109,-0.767947,187.452923,148
0,exp_name: Pendulum-v1_2023-01-29 (TEST),330000,0.035716,200.0,11,-147.140962,-373.516789,-1.62969,87.9795,149
0,exp_name: Pendulum-v1_2023-01-29 (TEST),332200,0.035568,200.0,11,-111.658136,-241.492079,-0.977886,79.667371,150
0,exp_name: Pendulum-v1_2023-01-29 (TEST),334400,0.037415,200.0,11,-229.381147,-632.695739,-1.47834,171.494162,151
0,exp_name: Pendulum-v1_2023-01-29 (TEST),336600,0.03738,200.0,11,-226.831822,-780.160541,-0.733074,241.276373,152
0,exp_name: Pendulum-v1_2023-01-29 (TEST),338800,0.035714,200.0,11,-223.559581,-711.306588,-1.697479,183.465844,153
0,exp_name: Pendulum-v1_2023-01-29 (TEST),341000,0.03566,200.0,11,-216.052329,-491.963395,-117.72533,123.647749,154
0,exp_name: Pendulum-v1_2023-01-29 (TEST),343200,0.035811,200.0,11,-146.784147,-377.004951,-0.651586,90.233099,155
0,exp_name: Pendulum-v1_2023-01-29 (TEST),345400,0.038738,200.0,11,-196.404146,-538.316978,-1.118536,150.923942,156
0,exp_name: Pendulum-v1_2023-01-29 (TEST),347600,0.03585,200.0,11,-162.40343,-665.412299,-1.116675,171.636998,157
0,exp_name: Pendulum-v1_2023-01-29 (TEST),349800,0.035742,200.0,11,-143.726107,-249.418294,-1.058955,86.402179,158
0,exp_name: Pendulum-v1_2023-01-29 (TEST),352000,0.035578,200.0,11,-193.040836,-392.555302,-0.813176,123.304604,159
0,exp_name: Pendulum-v1_2023-01-29 (TEST),354200,0.035613,200.0,11,-145.372233,-365.242189,-0.920861,101.235825,160
0,exp_name: Pendulum-v1_2023-01-29 (TEST),356400,0.038757,200.0,11,-169.526906,-264.655584,-116.158768,60.95606,161
0,exp_name: Pendulum-v1_2023-01-29 (TEST),358600,0.03562,200.0,11,-207.254491,-643.068668,-0.773195,191.615324,162
0,exp_name: Pendulum-v1_2023-01-29 (TEST),360800,0.035649,200.0,11,-274.425149,-649.512349,-2.628225,179.02627,163
0,exp_name: Pendulum-v1_2023-01-29 (TEST),363000,0.035391,200.0,11,-197.02327,-388.469095,-2.041829,114.726666,164
0,exp_name: Pendulum-v1_2023-01-29 (TEST),365200,0.037109,200.0,11,-214.617956,-653.646773,-0.786525,211.398728,165
0,exp_name: Pendulum-v1_2023-01-29 (TEST),367400,0.037251,200.0,11,-195.463372,-555.739354,-0.977051,154.342811,166
0,exp_name: Pendulum-v1_2023-01-29 (TEST),369600,0.035562,200.0,11,-247.04842,-824.547646,-1.171537,214.046794,167
0,exp_name: Pendulum-v1_2023-01-29 (TEST),371800,0.035431,200.0,11,-157.174143,-246.956119,-6.260087,73.95584,168
0,exp_name: Pendulum-v1_2023-01-29 (TEST),374000,0.035685,200.0,11,-318.419757,-1476.786829,-3.888168,398.322282,169
0,exp_name: Pendulum-v1_2023-01-29 (TEST),376200,0.038596,200.0,11,-90.405101,-126.102032,-1.637518,54.309686,170
0,exp_name: Pendulum-v1_2023-01-29 (TEST),378400,0.036256,200.0,11,-211.12514,-430.226644,-122.921909,92.144466,171
0,exp_name: Pendulum-v1_2023-01-29 (TEST),380600,0.035763,200.0,11,-163.397433,-398.149721,-1.485594,126.582481,172
0,exp_name: Pendulum-v1_2023-01-29 (TEST),382800,0.035837,200.0,11,-266.315528,-789.273923,-118.677128,221.293209,173
0,exp_name: Pendulum-v1_2023-01-29 (TEST),385000,0.036302,200.0,11,-165.049343,-396.912708,-1.564288,113.674656,174
0,exp_name: Pendulum-v1_2023-01-29 (TEST),387200,0.038802,200.0,11,-114.38101,-375.844219,-1.055286,98.739283,175
0,exp_name: Pendulum-v1_2023-01-29 (TEST),389400,0.035592,200.0,11,-192.015822,-505.894472,-1.427889,123.802833,176
0,exp_name: Pendulum-v1_2023-01-29 (TEST),391600,0.035621,200.0,11,-377.673346,-1503.768483,-1.541882,556.942816,177
0,exp_name: Pendulum-v1_2023-01-29 (TEST),393800,0.035307,200.0,11,-114.332501,-386.190961,-1.592868,114.307105,178
0,exp_name: Pendulum-v1_2023-01-29 (TEST),396000,0.039227,200.0,11,-167.658903,-256.372321,-116.355337,59.9424,179
0,exp_name: Pendulum-v1_2023-01-29 (TEST),398200,0.036788,200.0,11,-293.028981,-1491.829221,-1.967998,399.01647,180
0,exp_name: Pendulum-v1_2023-01-29 (TEST),400400,0.036865,200.0,11,-221.528405,-1186.894549,-1.704788,314.356352,181
0,exp_name: Pendulum-v1_2023-01-29 (TEST),402600,0.036765,200.0,11,-250.116897,-843.384871,-1.974287,214.031068,182
0,exp_name: Pendulum-v1_2023-01-29 (TEST),404800,0.037697,200.0,11,-198.557594,-268.63451,-119.244451,66.979377,183
0,exp_name: Pendulum-v1_2023-01-29 (TEST),407000,0.038311,200.0,11,-217.42037,-1163.148098,-0.757782,316.599311,184
0,exp_name: Pendulum-v1_2023-01-29 (TEST),409200,0.036434,200.0,11,-182.861679,-524.807168,-1.395383,129.911154,185
0,exp_name: Pendulum-v1_2023-01-29 (TEST),411400,0.036968,200.0,11,-306.635106,-1483.62616,-1.356308,388.172144,186
0,exp_name: Pendulum-v1_2023-01-29 (TEST),413600,0.036746,200.0,11,-282.222266,-1501.545244,-1.123352,396.492834,187
0,exp_name: Pendulum-v1_2023-01-29 (TEST),415800,0.036848,200.0,11,-169.481772,-406.259112,-1.43944,113.680247,188
0,exp_name: Pendulum-v1_2023-01-29 (TEST),418000,0.037787,200.0,11,-300.825303,-1501.138006,-1.42851,409.086009,189
0,exp_name: Pendulum-v1_2023-01-29 (TEST),420200,0.035446,200.0,11,-312.639226,-1492.548341,-3.135179,446.194406,190
0,exp_name: Pendulum-v1_2023-01-29 (TEST),422400,0.035535,200.0,11,-469.984922,-1491.378664,-123.000227,409.546096,191
0,exp_name: Pendulum-v1_2023-01-29 (TEST),424600,0.035689,200.0,11,-319.297984,-1503.795109,-1.297168,405.222425,192
0,exp_name: Pendulum-v1_2023-01-29 (TEST),426800,0.038478,200.0,11,-136.199873,-250.195057,-1.47546,82.077848,193
0,exp_name: Pendulum-v1_2023-01-29 (TEST),429000,0.036034,200.0,11,-341.43533,-1504.994206,-1.646558,454.684411,194
0,exp_name: Pendulum-v1_2023-01-29 (TEST),431200,0.035707,200.0,11,-259.971488,-1497.135762,-2.347773,399.845144,195
0,exp_name: Pendulum-v1_2023-01-29 (TEST),433400,0.035573,200.0,11,-241.333556,-638.053386,-119.520328,169.761466,196
0,exp_name: Pendulum-v1_2023-01-29 (TEST),435600,0.03566,200.0,11,-369.50492,-1461.815489,-117.046037,408.220979,197
0,exp_name: Pendulum-v1_2023-01-29 (TEST),437800,0.039084,200.0,11,-294.314926,-1498.537401,-2.401429,392.302739,198
0,exp_name: Pendulum-v1_2023-01-29 (TEST),440000,0.035624,200.0,11,-387.735255,-1503.904889,-0.840962,542.469712,199
0,exp_name: Pendulum-v1_2023-01-29 (TEST),442200,0.035814,200.0,11,-268.097354,-668.951422,-119.750413,199.520814,200
0,exp_name: Pendulum-v1_2023-01-29 (TEST),444400,0.038257,200.0,11,-231.954443,-899.167665,-1.621855,246.468755,201
0,exp_name: Pendulum-v1_2023-01-29 (TEST),446600,0.040142,200.0,11,-395.883855,-1502.101353,-121.607463,522.17988,202
0,exp_name: Pendulum-v1_2023-01-29 (TEST),448800,0.037121,200.0,11,-196.722281,-662.110422,-1.204397,209.205973,203
0,exp_name: Pendulum-v1_2023-01-29 (TEST),451000,0.036205,200.0,11,-221.244438,-926.767592,-0.915057,247.802504,204
